famid,year_long,interview_num,dateint,state_temp,age,sex,num_child_below_18,dep,race,mar_status,mar_status_reported,educ_cat,num_dep_away,emp_status,wkswkd_per_yr_cat,wkswkd_per_yr_unemp,hrswkd_per_wk_cat,hrswkd_per_wk_unemp,earn_per_yr_cat,earn_per_hr,inc_per_yr,fam_inc_per_yr,tax_inc,mtr,tp,fdexp,eoexp,stamps,fdstd,accstamps,accfdexp,acceoexp,stampssvdlm,stampsinc,stampsmths,stampssvdly,eoexp_unit_usestamps,eoexp_amount_usestamps,eoexp_unit_nostamps,eoexp_amount_nostamps,fdexp_nonzero_usestamps,fdexp_unit_usestamps,fdexp_amount_usestamps,fdexp_unit_nostamps,fdexp_amount_nostamps,stamps_amount,stamps_unit,nonhs_years,college_years,hs_cat,earn_per_yr_reported,int_mth,int_day,int_yr,emp_status_first,emp_status_wife,state_fips_temp,sippst,state_string,state_short,st,edu_yrs,has_hs,edu_yrs_missing,female,white,black,mardum,wg_psid,anwg,qwg,cpiah,cpiaway,cpi,cpi_norm,fdexp_amount,fdexp_unit,eoexp_amount,eoexp_unit,food_home_zel,fdcons,miss,fdcons_prev,fdcons_prev2,lnfdcons,lnfdcons_prev,lnfdcons_prev2,dlnfdcons,dlnfdcons_alt,test,d2lnfdcons,d2lnfdcons_alt,d2lnfdcons_alt2,lnfdstd,dlnfdstd,dlnfdstd_alt,d2lnfdstd,empl,unempl,f_unemp,unemploy,unemploy_original,spwork_available,spwork_yn_original,year_st,mth,mth_st,numdig_mth,zero,month,day_st,nndate_psid,start,calc_year,calc_month,calc_day,kids,year_short,cat,taxinc,tao,tao_sched,tti,iui1,min,max,tao_sipp,annwg,bpw,hq1w,hq2w,part,empcens,tenure,waitper,retro,wba_min,wba_max,pbpw,dur_min,dur_max,spwork_yn,nndate_sipp,wba,maxdur,elig,elig_min,elig_ch,iui1_gruber,state,repl4,sstax,mcaretax,ssmax,mcaremax,tao1,repl4a,state_fips_excluded_chetty,year,nndate,unemp_rate,state_abbrev,region,u0m1,u0c1,rwg,female_orig,repl4a_orig,rwgtax,dlnfdcons_ALT,wgt,reprate_u0c1,reprate_u0m1
4974,1987,,317,3,23,1,3,5,2,1,1,4,0,3,0,24,0,40,3600,3.7,3600,10784,9440,11,1,2600,572,0,1383,0,0,0,0,,0,0,,,,,,,,,,,,0,0,1,,,,,,1,5,Arkansas,Arkansas,AR,Arkansas,12,1,0,0,0,1,1,173.07692,9000,2250,1.097561,1.1219981,113.6,1.093359,,,,,2600,2878.6936,0,3686.5222,,7.9650917,8.2124386,,-.24734688,-.24734688,-.24734688,,,,7.2320104,0,0,,0,1,,1,1,1,1,87,3,3,1,0,3,17,870317,,87,3,17,3,87,2,,.11,,20000,86.53846,44,196,.1,9000,9000,2250,2250,1,0,0,1,0,44,196,.33333334,10,26,0,19870316,86.53846,26,1,,1,86.53846,3,.5,.071500003,.0145,42000,,.11,-.058008872,0,1987,870317,7.6755285,AR,7,-.2572149835343156,.0517652481023994,.15235645,0,.54367745,.12470375,-.24734688,1,-.0030028436,.014920751
443,1987,,323,3,42,1,1,3,1,1,1,7,0,3,0,24,0,70,30000,18.08,30000,65000,50000,33,8673,5200,1200,0,1451,0,0,0,0,,0,0,,,,,,,,,,,,0,4,1,,,,,,1,5,Arkansas,Arkansas,AR,Arkansas,16,1,0,0,1,0,1,1442.3077,75000,18750,1.097561,1.1219981,113.6,1.093359,,,,,5200,5807.2983,0,9831.0225,7642.0596,8.6668711,9.1932983,8.9414225,-.52642727,-.52642727,-.52642727,,-.77830315,,7.2800083,.011088371,.011088371,,0,1,,1,1,1,1,87,3,3,1,0,3,23,870323,,87,3,23,1,87,2,,.33000001,,100000,196,44,196,.1,75000,75000,18750,18750,1,0,0,1,0,44,196,.33333334,10,26,0,19870324,196,26,1,,1,196,3,.13589333,.071500003,.0145,42000,,.33000001,-.46579298,0,1987,870323,7.6755285,AR,7,-.2572149835343156,.0517652481023994,1.2696371,0,.13589333,.85065687,-.52642727,1,-.024111889,.11980893
4956,1979,,2,3,35,1,5,7,2,1,1,2,0,3,0,49,0,40,2000,1.02,2000,3000,3000,0,0,3120,0,2064,2026,0,0,0,172,,0,0,,,,,,,,,,,,,,,,,,,,1,,Arkansas,Arkansas,AR,Arkansas,7,,0,0,0,1,1,100,5200,1300,.80000001,.72814602,72.599998,.69874877,,,,,5184,6480,0,3558.0774,3177.3474,8.7764759,8.1769753,8.0638018,.59950066,.59950066,.59950066,-.065531254,.48632717,-.065531254,7.6138186,.025495052,.025495052,.11603737,0,1,0,1,1,1,1,79,,.,1,0,0,,790315,790315,79,3,15,5,79,2,,0,,10200,50,15,100,.1,5200,5200,1300,1300,1,0,0,,,,,,0,,0,19790316,,,1,,1,50,3,.5,.0605,.0145,17700,,0,-.069488369,0,1979,790315,7.4889808,AR,7,.0057785188531545,.0271608031504551,.13774104,0,.53219795,.12940772,.59950066,1,-.0018873599,-.00040153984
14942,1985,,414,4,52,1,0,4,1,1,1,8,2,3,0,49,0,55,66000,24.49,66000,77550,66500,38,13068,4160,600,0,704,0,0,0,0,,0,0,,,,,,,,,,,,11,5,3,,,,,,4,6,California,California,CA,California,18,0,0,0,1,0,1,963.46155,50100,12525,1.0146341,1.0413064,107.6,1.0356112,,,,,4160,4676.1992,0,4200,4672.5156,8.4502411,8.3428402,8.4494534,.10740089,.10740089,.10740089,-.16696548,.21401405,-.16696548,6.5567784,-.42886353,-.42886353,-.42886353,0,1,0,1,1,1,0,85,4,4,1,0,4,14,850414,,85,4,14,0,85,2,,.38,,54800,166,30,166,.1,50100,50100,12525,12525,1,0,0,1,0,30,166,.5,12,26,0,19850414,166,26,1,,1,166,4,.17229541,.07,.0145,37800,,.38,-.42939091,0,1985,850414,6.7527714,CA,9,-.010428790103111,-.0763189112865952,.89541042,0,.17229541,.5551545,.10740089,1,.032770645,.0044780276
15677,1987,,323,4,22,2,2,4,2,2,2,4,0,3,0,30,0,40,8761,7.3499999,8761,8761,8761,11,26,4520,0,0,1118,0,0,0,0,,0,0,,,,,,,,,,,,0,0,1,,,,,,0,6,California,California,CA,California,12,1,0,1,0,1,0,126.92308,6600,1650,1.097561,1.1219981,113.6,1.093359,,,,,4520,4118.2222,0,4434.7656,,8.3231764,8.3972301,,-.074053764,-.074053764,-.074053764,,,,7.0192966,-.13062,-.13062,,0,1,,1,1,1,0,87,3,3,1,0,3,23,870323,,87,3,23,2,87,3,,.11,,6600,63.033333,30,166,.1,6600,6600,1650,1650,1,0,0,1,0,30,166,.5,12,26,0,19870324,63.033333,26,1,,1,63.033333,4,.49662626,.071500003,.0145,42000,,.11,-.061677359,0,1987,870323,5.2823215,CA,9,-.2572149835343156,-.3219062361235598,.11172806,1,.54000896,.091449425,-.074053764,1,.019854326,.015864341
13807,1987,,510,4,35,1,5,7,2,1,1,4,0,3,0,49,0,42,26000,13.07,27000,27166,27000,18,2299,3000,540,1764,1867,0,0,0,147,,0,0,,,,,,,,,,,,0,0,1,,,,,,6,6,California,California,CA,California,12,1,0,0,0,1,1,519.23077,27000,6750,1.097561,1.1219981,113.6,1.093359,,,,,4764,4821.8174,0,5525.9189,7621.8638,8.4809065,8.6172047,8.938776,-.13629818,-.13629818,-.13629818,,.18527317,,7.5320883,.14809895,.14809895,,0,1,,1,1,1,0,87,5,5,1,0,5,10,870510,,87,5,10,5,87,2,,.18000001,,27000,166,30,166,.1,27000,27000,6750,6750,1,0,0,1,0,30,166,.5,12,26,0,19870510,166,26,1,,1,166,4,.3197037,.071500003,.0145,42000,,.18000001,-.25144312,0,1987,870510,5.2823215,CA,9,-.2572149835343156,-.3219062361235598,.45706934,0,.35024321,.34211639,-.13629818,1,.080941111,.064674936
23416,1987,,529,4,27,2,1,2,2,4,4,6,0,3,0,47,0,40,11850,6.3000002,11850,12390,11850,17,905,1300,0,120,686,0,0,0,10,,0,0,,,,,,,,,,,,0,2,1,,,,,,0,6,California,California,CA,California,14,1,0,1,0,1,0,210.88461,10966,2741.5,1.097561,1.1219981,113.6,1.093359,,,,,1420,1293.7777,0,2762.9595,1629.6919,7.1653218,7.9240575,7.3961463,-.75873566,-.75873566,-.75873566,,-1.2866468,,6.5308776,0,0,,0,1,,1,1,1,0,87,5,5,1,0,5,29,870529,,87,5,29,1,87,3,,.17,,10966,95.040543,30,166,.1,10966,10966,2741.5,2741.5,1,0,0,1,0,30,166,.5,12,26,0,19870528,95.040543,26,1,,1,95.040543,4,.45067558,.071500003,.0145,42000,,.17,-.10852783,0,1987,870529,5.2823215,CA,9,-.2572149835343156,-.3219062361235598,.18563786,1,.49315849,.14080632,-.75873566,1,.034935787,.027914984
2004,1987,,403,4,38,1,2,4,1,1,1,7,0,3,0,47,0,40,45989,22.719999,45989,74865,74865,38,12580,5072,3600,0,1186,0,0,0,0,,0,0,,,,,,,,,,,,0,4,1,,,,,,1,6,California,California,CA,California,16,1,0,0,1,0,1,823.0769,42800,10700,1.097561,1.1219981,113.6,1.093359,,,,,5072,7829.7173,0,5098.1016,4586.2456,8.965682,8.536624,8.4308167,.42905807,.42905807,.42905807,,.32325077,,7.0783415,0,0,,0,1,,1,1,1,1,87,4,4,1,0,4,3,870403,,87,4,3,2,87,2,,.38,,72900,166,30,166,.1,42800,42800,10700,10700,1,0,0,1,0,30,166,.5,12,26,0,19870404,166,26,1,,1,166,4,.20168225,.071500003,.0145,42000,,.38,-.40000406,0,1987,870403,5.2823215,CA,9,-.2572149835343156,-.3219062361235598,.72453958,0,.20168225,.44921455,.42905807,1,.12876379,.10288703
17408,1987,,327,4,27,2,3,4,1,2,2,6,0,3,0,13,0,40,2405,4.6300001,2405,8111,2405,0,-265,2080,0,1320,1066,0,0,0,110,,8,880,,,,,,,,,,,,0,3,2,,,,,,0,6,California,California,CA,California,14,1,0,1,1,0,0,384.61539,20000,5000,1.097561,1.1219981,113.6,1.093359,,,,,3400,3097.7776,0,1255.8907,10826.199,8.0384398,7.1356006,9.2897243,.90283918,.90283918,.90283918,,3.056963,,6.9716687,.1626296,.1626296,,0,1,,1,1,1,0,87,3,3,1,0,3,27,870327,,87,3,27,3,87,3,,0,,33500,151.02702,30,166,.1,20000,20000,5000,5000,1,0,0,1,0,30,166,.5,12,26,0,19870328,151.02702,26,1,,1,151.02702,4,.39267024,.071500003,.0145,42000,,0,-.17877813,0,1987,870327,5.2823215,CA,9,-.2572149835343156,-.3219062361235598,.33856988,1,.42290819,.31436214,.90283918,1,.057549793,.045984413
7872,1987,,429,4,36,1,2,4,7,1,1,6,0,3,0,50,0,40,24000,12,24000,46000,42000,25,4578,5200,480,0,1446,0,0,0,0,,0,0,,,,,,,,,,,,0,1,1,,,,,,1,6,California,California,CA,California,14,1,0,0,0,0,1,365.38461,19000,4750,1.097561,1.1219981,113.6,1.093359,,,,,5200,5165.5859,0,5075.9136,4445.7197,8.5497742,8.5322618,8.3996973,.017512321,.017512321,.017512321,,-.11505222,,7.2765565,-.021211624,-.021211624,,0,1,,1,1,1,1,87,4,4,1,0,4,29,870429,,87,4,29,2,87,2,,.25,,33000,144.27026,30,166,.1,19000,19000,4750,4750,1,0,0,1,0,30,166,.5,12,26,0,19870428,144.27026,26,1,,1,144.27026,4,.39484495,.071500003,.0145,42000,,.25,-.16523282,0,1987,870429,5.2823215,CA,9,-.2572149835343156,-.3219062361235598,.32164139,0,.43645349,.21823367,.017512321,1,.053189475,.042500358
14238,1987,,321,4,30,2,2,3,7,4,4,3,0,3,0,50,0,27,7000,5.1900001,7000,9625,7595,11,206,1560,240,0,950,0,0,0,0,,0,0,,,,,,,,,,,,10,0,3,,,,,,0,6,California,California,CA,California,10,0,0,1,0,0,0,115.38461,6000,1500,1.097561,1.1219981,113.6,1.093359,,,,,1560,1635.2374,0,1704.2213,,7.3995433,7.4408636,,-.041320324,-.041320324,-.041320324,,,,6.856462,.040822029,.040822029,,0,1,,1,1,1,0,87,3,3,1,0,3,21,870321,,87,3,21,2,87,3,,.11,,6450,58.033333,30,166,.1,6000,6000,1500,1500,1,0,0,1,0,30,166,.5,12,26,0,19870320,58.033333,26,1,,1,58.033333,4,.50295556,.071500003,.0145,42000,,.11,-.054795109,0,1987,870321,5.2823215,CA,9,-.2572149835343156,-.3219062361235598,.10157096,1,.54689121,.083135836,-.041320324,1,.017638886,.014094123
7693,1987,,529,4,37,1,5,7,1,1,1,4,0,3,40,0,40,0,32000,17.6,32000,33786,32100,18,2489,4160,520,0,1938,0,0,0,0,,0,0,,,,,,,,,,,,0,0,1,,,,,,6,6,California,California,CA,California,12,1,0,0,1,0,1,769.23077,40000,10000,1.097561,1.1219981,113.6,1.093359,,,,,4160,4253.6812,0,5134.5044,4998.8711,8.3555403,8.5437384,8.5169678,-.18819809,-.18819809,-.18819809,,-.21496868,,7.5694118,.015077114,.015077114,,0,1,,1,1,1,0,87,5,5,1,0,5,29,870529,,87,5,29,5,87,2,,.18000001,,40800,166,30,166,.1,40000,40000,10000,10000,1,0,0,1,0,30,166,.5,12,26,0,19870528,166,26,1,,1,166,4,.2158,.071500003,.0145,42000,,.18000001,-.36527213,0,1987,870529,5.2823215,CA,9,-.2572149835343156,-.3219062361235598,.67713976,0,.23641416,.5068391,-.18819809,1,.11758338,.093953468
14198,1987,,415,4,58,2,0,1,1,4,4,4,0,3,0,51,0,40,15600,7.71,15600,16514,16514,20,2009,1820,0,0,337,0,0,0,0,,0,0,,,,,,,,,,,,0,0,1,,,,,,0,6,California,California,CA,California,12,1,0,1,1,0,0,225,11700,2925,1.097561,1.1219981,113.6,1.093359,,,,,1820,1658.2222,0,2009.4252,2050,7.4135013,7.6056042,7.6255951,-.19210291,-.19210291,-.19210291,,-.17211199,,5.8200831,0,0,,0,1,,1,1,1,0,87,4,4,1,0,4,15,870415,,87,4,15,0,87,1,,.2,,13686,100,30,166,.1,11700,11700,2925,2925,1,0,0,1,0,30,166,.5,12,26,0,19870416,100,26,1,,1,100,4,.44444445,.071500003,.0145,42000,,.2,-.11362105,0,1987,870415,5.2823215,CA,9,-.2572149835343156,-.3219062361235598,.19806339,1,.48806527,.14428917,-.19210291,1,.036575325,.029225037
12319,1987,,416,4,32,1,2,4,1,1,1,3,0,3,0,50,0,40,19660,9.9099998,19660,19860,19860,16,1600,4420,0,0,1217,0,0,0,0,,0,0,,,,,,,,,,,,10,0,3,,,,,,1,6,California,California,CA,California,10,0,0,0,1,0,1,320.30768,16656,4164,1.097561,1.1219981,113.6,1.093359,,,,,4420,4027.1111,0,3738.3767,4128.8101,8.3008041,8.2264071,8.3257446,.074397087,.074397087,.074397087,,.17373466,,7.1041441,0,0,,0,1,,1,1,1,1,87,4,4,1,0,4,16,870416,,87,4,16,2,87,2,,.16,,17306,128.43243,30,166,.1,16656,16656,4164,4164,1,0,0,1,0,30,166,.5,12,26,0,19870416,128.43243,26,1,,1,128.43243,4,.40096584,.071500003,.0145,42000,,.16,-.16341527,0,1987,870416,5.2823215,CA,9,-.2572149835343156,-.3219062361235598,.28196099,0,.43827105,.21668702,.074397087,1,.052604392,.042032856
22631,1987,,403,4,33,2,1,2,2,4,4,6,0,3,0,50,0,43,23000,10.65,23000,26600,23000,20,2137,1480,180,0,595,0,0,0,0,,0,0,,,,,,,,,,,,0,2,1,,,,,,0,6,California,California,CA,California,14,1,0,1,0,1,0,346.15384,18000,4500,1.097561,1.1219981,113.6,1.093359,,,,,1480,1508.8724,0,2016.2791,2479.1099,7.319118,7.6090093,7.8156548,-.28989124,-.28989124,-.28989124,,-.083245754,,6.3885612,0,0,,0,1,,1,1,1,0,87,4,4,1,0,4,3,870403,,87,4,3,1,87,3,,.2,,18000,137.51352,30,166,.1,18000,18000,4500,4500,1,0,0,1,0,30,166,.5,12,26,0,19870404,137.51352,26,1,,1,137.51352,4,.39726129,.071500003,.0145,42000,,.2,-.16543506,0,1987,870403,5.2823215,CA,9,-.2572149835343156,-.3219062361235598,.30471289,1,.43625125,.22198334,-.28989124,1,.053254578,.042552378
23815,1987,,528,4,34,1,2,4,2,1,1,4,0,3,0,21,0,66,13597,9.8100004,13597,33997,33997,25,4182,2080,144,0,1253,0,0,0,0,,0,0,,,,,,,,,,,,0,0,1,,,,,,1,6,California,California,CA,California,12,1,0,0,0,1,1,230.76923,12000,3000,1.097561,1.1219981,113.6,1.093359,,,,,2080,2023.4535,0,2600.5344,6905.623,7.6125607,7.8634725,8.8400917,-.25091171,-.25091171,-.25091171,,.72570753,,7.133296,.029151917,.029151917,,0,1,,1,1,1,1,87,5,5,1,0,5,28,870528,,87,5,28,2,87,2,,.25,,29000,102,30,166,.1,12000,12000,3000,3000,1,0,0,1,0,30,166,.5,12,26,0,19870528,102,26,1,,1,102,4,.442,.071500003,.0145,42000,,.25,-.11310857,0,1987,870528,5.2823215,CA,9,-.2572149835343156,-.3219062361235598,.20314193,0,.48857775,.13783179,-.25091171,1,.036410354,.029093219
14795,1987,,421,4,50,1,0,1,1,2,2,8,0,3,42,0,45,0,65000,33.279999,67500,263200,87500,48,21593,2600,7800,0,789,0,0,0,0,,0,0,,,,,,,,,,,,0,5,1,,,,,,0,6,California,California,CA,California,18,1,0,0,1,0,0,1153.8462,60000,15000,1.097561,1.1219981,113.6,1.093359,,,,,2600,9320.7725,0,12234.753,6623.1182,9.1400003,9.4120359,8.7983217,-.2720356,-.2720356,-.2720356,,-.88574982,,6.6707664,0,0,,0,1,,1,1,1,0,87,4,4,1,0,4,21,870421,,87,4,21,0,87,1,,.47999999,,65400,166,30,166,.1,60000,60000,15000,15000,1,0,0,1,0,30,166,.5,12,26,0,19870420,166,26,1,,1,166,4,.14386666,.071500003,.0145,42000,,.47999999,-.45781964,0,1987,870421,5.2823215,CA,9,-.2572149835343156,-.3219062361235598,1.0157098,0,.14386666,.5281691,-.2720356,1,.147375,.11775807
11945,1987,,520,4,41,1,1,4,1,1,1,6,1,3,0,51,0,72,35000,9.5299997,35000,42100,37100,25,3949,5200,2600,0,1032,0,0,0,0,,0,0,,,,,,,,,,,,0,3,1,,,,,,5,6,California,California,CA,California,14,1,0,0,1,0,1,519.23077,27000,6750,1.097561,1.1219981,113.6,1.093359,,,,,5200,7055.0723,0,5220.7153,5034.9492,8.8615017,8.5603895,8.5241585,.30111217,.30111217,.30111217,,.26488113,,6.9392538,0,0,,0,1,,1,1,1,0,87,5,5,1,0,5,20,870520,,87,5,20,1,87,2,,.25,,48150,166,30,166,.1,27000,27000,6750,6750,1,0,0,1,0,30,166,.5,12,26,0,19870520,166,26,1,,1,166,4,.3197037,.071500003,.0145,42000,,.25,-.2482924,0,1987,870520,5.2823215,CA,9,-.2572149835343156,-.3219062361235598,.45706934,0,.35339391,.31012157,.30111217,1,.079926871,.063864529
7584,1987,,425,4,26,1,1,3,1,1,1,4,0,3,48,0,40,0,21000,10.44,21000,26000,22500,18,2207,2340,1040,0,977,0,0,0,0,,11,1518,,,,,,,,,,,,0,0,1,,,,,,1,6,California,California,CA,California,12,1,0,0,1,0,1,384.61539,20000,5000,1.097561,1.1219981,113.6,1.093359,,,,,2340,3058.9177,0,4332.353,2499.4355,8.0258169,8.3738661,7.8238201,-.34804916,-.34804916,-.34804916,,-.89809513,,6.8844867,-.28870487,-.28870487,,0,1,,1,1,1,1,87,4,4,1,0,4,25,870425,,87,4,25,1,87,2,,.18000001,,20026,151.02702,30,166,.1,20000,20000,5000,5000,1,0,0,1,0,30,166,.5,12,26,0,19870424,151.02702,26,1,,1,151.02702,4,.39267024,.071500003,.0145,42000,,.18000001,-.17150648,0,1987,870425,5.2823215,CA,9,-.2572149835343156,-.3219062361235598,.33856988,0,.43017983,.25341955,-.34804916,1,.055209003,.044114035
6418,1987,,326,4,30,1,0,1,1,2,2,6,0,3,0,37,0,55,27000,13.34,27000,28800,27000,26,3752,2080,7800,0,468,0,0,0,0,,0,0,,,,,,,,,,,,0,4,1,,,,,,0,6,California,California,CA,California,14,1,0,0,1,0,0,403.84616,21000,5250,1.097561,1.1219981,113.6,1.093359,,,,,2080,8846.9951,0,6303.7236,5249.9771,9.0878334,8.7488956,8.565979,.33893776,.33893776,.33893776,,.15602112,,6.1484685,0,0,,0,1,,1,1,1,0,87,3,3,1,0,3,26,870326,,87,3,26,0,87,1,,.25999999,,21000,157.78378,30,166,.1,21000,21000,5250,5250,1,0,0,1,0,30,166,.5,12,26,0,19870326,157.78378,26,1,,1,157.78378,4,.39070269,.071500003,.0145,42000,,.25999999,-.16919567,0,1987,870326,5.2823215,CA,9,-.2572149835343156,-.3219062361235598,.35549837,0,.43249065,.23765066,.33893776,1,.054465141,.043519661
2382,1986,,401,4,25,1,0,1,1,2,2,6,0,3,0,42,0,40,19500,11.55,19500,19500,19500,23,2738,1040,5200,0,468,0,0,0,0,,0,0,,,,,,,,,,,,0,2,1,,,,,,0,6,California,California,CA,California,14,1,0,0,1,0,0,379.80768,19750,4937.5,1.0351219,1.0816523,109.6,1.0548605,,,,,1040,5812.1724,0,8068.7271,4160,8.6677094,8.9957514,8.3332701,-.32804203,-.32804203,-.32804203,,-.99052334,,6.1484685,0,0,,0,1,,1,1,1,0,86,4,4,1,0,4,1,860401,,86,4,1,0,86,1,,.23,,19750,149.33784,30,166,.1,19750,19750,4937.5,4937.5,1,0,0,1,0,30,166,.5,12,26,0,19860400,149.33784,26,1,,1,149.33784,4,.39319333,.070500001,.0145,39600,,.23,-.1688645,0,1986,860401,5.8280835,CA,9,-.1158431690125319,-.2235836881444544,.34653986,0,.43282181,.24240464,-.32804203,1,.037755348,.019561799
2404,1986,,411,4,25,2,0,1,1,2,2,7,0,3,0,41,0,40,13000,6.5300002,13000,22260,13000,15,759,1690,416,0,406,0,0,0,0,,0,0,,,,,,,,,,,,0,5,1,,,,,,0,6,California,California,CA,California,16,1,0,1,1,0,0,153.84616,8000.0005,2000.0001,1.0351219,1.0816523,109.6,1.0548605,,,,,1690,2017.2548,0,2536.2454,1820,7.6094928,7.8384399,7.5065918,-.22894716,-.22894716,-.22894716,-.62469292,-.56079531,-.62469292,6.0063534,-.67950773,-.67950773,-.67950773,0,1,0,1,1,1,0,86,4,4,1,0,4,11,860411,,86,4,11,0,86,1,,.15000001,,8000,75,30,166,.1,8000.0005,8000.0005,2000.0001,2000.0001,1,0,0,1,0,30,166,.5,12,26,0,19860412,75,26,1,,1,75,4,.48749998,.070500001,.0145,39600,,.15000001,.02371458,0,1986,860411,5.8280835,CA,9,-.1158431690125319,-.2235836881444544,.14037059,1,.6254009,.10941888,-.22894716,1,-.0053021931,-.002747172
6416,1986,,406,4,53,2,0,1,1,4,4,6,0,3,0,18,0,15,10000,36.23,10000,13200,10200,16,1015,1560,1560,0,393,0,0,0,0,,0,0,,,,,,,,,,,,0,2,1,,,,,,0,6,California,California,CA,California,14,1,0,1,1,0,0,384.61539,20000,5000,1.0351219,1.0816523,109.6,1.0548605,,,,,1560,2949.3069,0,2010.6182,2080,7.9893255,7.6061974,7.6401234,.38312817,.38312817,.38312817,.11910343,.41705418,.11910343,5.9738097,0,0,0,0,1,1,1,1,1,0,86,4,4,1,0,4,6,860406,,86,4,6,0,86,1,,.16,,20200,151.02702,30,166,.1,20000,20000,5000,5000,1,0,0,1,0,30,166,.5,12,26,0,19860406,151.02702,26,1,,1,151.02702,4,.39267024,.070500001,.0145,39600,,.16,-.1730404,0,1986,860406,5.8280835,CA,9,-.1158431690125319,-.2235836881444544,.35092646,1,.42864591,.27003789,.38312817,1,.038689014,.020045549
975,1986,,315,4,32,1,0,1,1,2,2,6,0,3,51,0,32,0,10000,6.1199999,10400,16200,15200,18,1338,1300,780,0,468,0,0,0,0,,0,0,,,,,,,,,,,,0,2,1,,,,,,0,6,California,California,CA,California,14,1,0,0,1,0,0,230.76923,12000,3000,1.0351219,1.0816523,109.6,1.0548605,,,,,1300,1977.0096,0,2536.2454,1720,7.5893407,7.8384399,7.4500794,-.24909925,-.24909925,-.24909925,.30694294,-.63745975,.30694294,6.1484685,0,0,0,0,1,0,1,1,1,0,86,3,3,1,0,3,15,860315,,86,3,15,0,86,1,,.18000001,,13650,102,30,166,.1,12000,12000,3000,3000,1,0,0,1,0,30,166,.5,12,26,0,19860316,102,26,1,,1,102,4,.442,.070500001,.0145,39600,,.18000001,-.11811059,0,1986,860315,5.8280835,CA,9,-.1158431690125319,-.2235836881444544,.21055587,0,.48357573,.15781161,-.24909925,1,.026407601,.013682305
21074,1986,,413,4,30,1,0,2,2,1,1,6,0,3,0,50,0,40,15000,4.9699998,15000,28650,28650,22,3522,5200,300,0,801,0,0,0,0,,0,0,,,,,,,,,,,,0,1,1,,,,,,1,6,California,California,CA,California,14,1,0,0,0,1,1,230.76923,12000,3000,1.0351219,1.0816523,109.6,1.0548605,,,,,5200,5300.9165,0,7372.1772,5040,8.575635,8.905468,8.5251617,-.32983303,-.32983303,-.32983303,-.23078346,-.71013927,-.23078346,6.6858611,0,0,0,0,1,0,1,1,1,1,86,4,4,1,0,4,13,860413,,86,4,13,0,86,2,,.22,,12000,102,30,166,.1,12000,12000,3000,3000,1,0,0,1,0,30,166,.5,12,26,0,19860412,102,26,1,,1,102,4,.442,.070500001,.0145,39600,,.22,.021287598,0,1986,860413,5.8280835,CA,9,-.1158431690125319,-.2235836881444544,.21055587,0,.62297392,.14938939,-.32983303,1,-.0047595594,-.0024660227
23429,1986,,310,4,35,1,1,2,2,1,1,6,0,3,0,48,0,40,37000,19.43,37000,53344,50000,33,7804,1560,0,0,977,0,0,0,0,,0,0,,,,,,,,,,,,0,3,1,,,,,,2,6,California,California,CA,California,14,1,0,0,0,1,1,678.84613,35300,8825,1.0351219,1.0816523,109.6,1.0548605,,,,,1560,1507.0688,0,2971.9189,1920,7.3179221,7.996963,7.5600805,-.67904091,-.67904091,-.67904091,-.16053724,-1.1159234,-.16053724,6.8844867,.19862556,.19862556,.15361547,0,1,0,1,1,1,0,86,3,3,1,0,3,10,860310,,86,3,10,1,86,2,,.33000001,,48300,166,30,166,.1,35300,35300,8825,8825,1,0,0,1,0,30,166,.5,12,26,0,19860310,166,26,1,,1,166,4,.24453259,.070500001,.0145,39600,,.33000001,-.32839718,0,1986,860310,5.8280835,CA,9,-.1158431690125319,-.2235836881444544,.61938518,0,.27328914,.37132141,-.67904091,1,.073424257,.038042571
18367,1986,,331,4,45,2,0,1,2,4,4,4,0,3,0,52,0,24,5824,4.6700001,5824,5824,5824,14,279,1300,0,0,393,0,0,0,0,,0,0,,,,,,,,,,,,0,0,1,,,,,,0,6,California,California,CA,California,12,1,0,1,0,1,0,113.15385,5884,1471,1.0351219,1.0816523,109.6,1.0548605,,,,,1300,1255.8907,0,1062.9084,1444,7.1356006,6.9687643,7.2751722,.16683626,.16683626,.16683626,.49500418,.47324419,.49500418,5.9738097,0,0,0,0,1,0,1,1,1,0,86,3,3,1,0,3,31,860331,,86,3,31,0,86,1,,.14,,5907,57.066666,30,166,.1,5884,5884,1471,1471,1,0,0,1,0,30,166,.5,12,26,0,19860332,57.066666,26,1,,1,57.066666,4,.50432813,.070500001,.0145,39600,,.14,.037107982,0,1986,860331,5.8280835,CA,9,-.1158431690125319,-.2235836881444544,.10324256,1,.6387943,.08151,.16683626,1,-.0082967393,-.0042987061
